MohoSwitch1
0 AI
160 etc
5120 AI
7680 E
9120 etc
10560 AI
12000 E
12960 AI
16480 etc
17760 E
18880 U
21280 E
23200 U
24160 AI
25600 etc
27840 AI
28800 L
29920 AI
32320 etc
33280 O
36160 etc
37600 O
40160 AI
41920 E
44480 AI
