MohoSwitch1
0 etc
3040 AI
6240 E
7840 AI
8960 etc
11040 E
12160 AI
16320 etc
17920 E
19520 AI
24000 etc
27040 O
29120 E
32000 AI
33280 E
35200 etc
37760 AI
43360 etc
45440 AI
50400 etc
51680 AI
55360 E
60320 AI
